incident_id,timestamp,service,region,severity,error_rate,latency_ms,cpu_util,mem_util,num_alerts,deploy_recent,log_message,risk_label
INC-10425,2026-01-03T01:35:00,gateway,ap-south-1,P1,0.207,591,0.025,0.488,4,False,  TLS handshake failure  ,medium
INC-10426,2026-01-03T01:42:00,search,us-east-1,P3,0.256,660,0.525,0.417,2,False,  healthcheck failing  ,medium
INC-10427,2026-01-03T01:49:00,notifications,us-west-2,P4,0.655,486,0.672,0.698,1,False,  rate limit exceeded  ,medium
INC-10428,2026-01-03T01:56:00,gateway,us-east-1,P2,0.085,792,,0.515,3,False,  5xx spike from dependency  ,medium
INC-10429,2026-01-03T02:03:00,BILLING,eu-west-1,P3,0.091,598,,0.839,2,False,  rate limit exceeded  ,low
INC-10430,2026-01-03T02:10:00,gateway,us-east-1,P3,0.517,608,0.711,0.652,7,True,  5xx spike from dependency  ,high
INC-10431,2026-01-03T02:17:00,search,ap-south-1,P2,0.403,400,0.569,0.336,0,False,  healthcheck failing  ,medium
INC-10432,2026-01-03T02:24:00,notifications,ap-south-1,P3,0.295,467,0.02,0.666,2,False,  healthcheck failing  ,low
INC-10433,2026-01-03T02:31:00,billing,ap-south-1,P3,0.588,434,0.474,0.765,3,False,  healthcheck failing  ,medium
INC-10434,2026-01-03T02:38:00,search,eu-west-1,P3,0.207,421,0.387,0.823,4,True,  connection timeout to upstream  ,medium
INC-10435,2026-01-03T02:45:00,search,us-east-1,P3,0.276,51,0.555,0.732,2,False,  TLS handshake failure  ,low
INC-10436,2026-01-03T02:52:00,search,ap-south-1,P2,0.26,139,0.531,0.801,3,True,  rate limit exceeded  ,medium
INC-10437,2026-01-03T02:59:00,gateway,us-east-1,P3,0.39,501,0.49,0.506,1,True,  latency SLO breach  ,medium
INC-10438,2026-01-03T03:06:00,auth-api,ap-south-1,P2,0.075,395,0.462,0.645,2,True,  rate limit exceeded  ,medium
INC-10439,2026-01-03T03:13:00,payments,us-east-1,P3,0.212,831,0.613,0.774,1,False,  OOMKilled pod restart  ,low
INC-10440,2026-01-03T03:20:00,BILLING,us-east-1,P3,0.117,684,0.455,0.368,0,False,  latency SLO breach  ,low
INC-10441,2026-01-03T03:27:00,gateway,us-west-2,P2,0.406,506,0.585,0.542,3,False,  database connection pool exhausted  ,medium
INC-10442,2026-01-03T03:34:00,auth-api,us-west-2,P3,0.266,462,0.385,0.05,3,False,  OOMKilled pod restart  ,low
INC-10443,2026-01-03T03:41:00,search,us-east-1,P4,0.159,460,0.49,0.29,7,True,  rate limit exceeded  ,medium
INC-10444,2026-01-03T03:48:00,gateway,eu-west-1,P4,0.41,500,0.427,0.409,1,True,  healthcheck failing  ,medium
INC-10445,2026-01-03T03:55:00,search,us-east-1,P2,0.253,277,0.451,0.647,5,False,  healthcheck failing  ,high
INC-10446,2026-01-03T04:02:00,search,eu-west-1,P3,0.38,404,,0.622,1,False,  connection timeout to upstream  ,low
INC-10447,2026-01-03T04:09:00,gateway,us-east-1,P1,0.654,5,0.478,0.479,0,False,  latency SLO breach  ,medium
INC-10448,2026-01-03T04:16:00,payments,ap-south-1,P4,0.262,396,0.637,0.658,1,True,  TLS handshake failure  ,medium
INC-10449,2026-01-03T04:23:00,auth-api,us-west-2,P3,0.033,106,0.347,0.634,4,False,  database connection pool exhausted  ,low
INC-10450,2026-01-03T04:30:00,gateway,us-west-2,P3,0.147,343,0.564,0.844,3,False,  connection timeout to upstream  ,low
INC-10451,2026-01-03T04:37:00,SEARCH,ap-south-1,P3,0.089,605,0.715,0.333,4,False,  healthcheck failing  ,low
INC-10452,2026-01-03T04:44:00,billing,us-west-2,P4,0.107,379,0.632,0.479,4,False,  connection timeout to upstream  ,medium
INC-10453,2026-01-03T04:51:00,billing,us-east-1,P3,0.289,218,0.378,0.711,2,False,  connection timeout to upstream  ,low
INC-10454,2026-01-03T04:58:00,search,ap-south-1,P4,0.268,690,0.764,0.731,6,False,  rate limit exceeded  ,medium
INC-10455,2026-01-03T05:05:00,gateway,ap-south-1,P3,0.41,759,0.511,0.736,0,False,  5xx spike from dependency  ,low
INC-10456,2026-01-03T05:12:00,auth-api,us-east-1,P1,0.094,,0.244,0.588,1,True,  TLS handshake failure  ,medium
INC-10457,2026-01-03T05:19:00,gateway,eu-west-1,P3,0.243,281,0.558,0.583,1,False,  OOMKilled pod restart  ,low
INC-10458,2026-01-03T05:26:00,payments,eu-west-1,P4,0.394,864,0.376,0.706,4,False,  5xx spike from dependency  ,low
INC-10459,2026-01-03T05:33:00,payments,ap-south-1,P3,0.145,1038,,0.58,4,False,  connection timeout to upstream  ,medium
INC-10460,2026-01-03T05:40:00,gateway,ap-south-1,P2,0.074,278,0.57,0.766,1,False,  healthcheck failing  ,low
INC-10461,2026-01-03T05:47:00,billing,us-west-2,P4,0.18,421,0.49,0.975,0,False,  rate limit exceeded  ,low
INC-10462,2026-01-03T05:54:00,AUTH-API,eu-west-1,P4,0.308,249,1.0,0.725,4,False,  OOMKilled pod restart  ,medium
INC-10463,2026-01-03T06:01:00,gateway,us-west-2,P4,0.347,450,0.521,0.647,1,False,  latency SLO breach  ,low
INC-10464,2026-01-03T06:08:00,auth-api,us-west-2,P4,0.454,560,0.634,0.619,6,False,  OOMKilled pod restart  ,medium
INC-10465,2026-01-03T06:15:00,payments,ap-south-1,P3,0.148,563,0.774,0.461,2,False,  healthcheck failing  ,low
INC-10466,2026-01-03T06:22:00,search,ap-south-1,P4,0.296,528,0.294,0.426,3,True,  latency SLO breach  ,low
INC-10467,2026-01-03T06:29:00,search,us-west-2,P4,0.486,83,0.866,0.754,1,False,  rate limit exceeded  ,medium
INC-10468,2026-01-03T06:36:00,billing,us-east-1,P2,0.071,227,0.33,0.597,4,True,  5xx spike from dependency  ,medium
INC-10469,2026-01-03T06:43:00,payments,us-west-2,P4,0.299,121,0.56,0.403,3,False,  OOMKilled pod restart  ,low
INC-10470,2026-01-03T06:50:00,gateway,ap-south-1,P1,0.698,763,0.574,0.422,3,False,  database connection pool exhausted  ,medium
INC-10471,2026-01-03T06:57:00,auth-api,us-west-2,P3,0.412,5,0.574,0.621,3,False,  healthcheck failing  ,medium
INC-10472,2026-01-03T07:04:00,payments,us-west-2,P3,0.325,476,0.708,0.401,3,True,  healthcheck failing  ,medium
INC-10473,2026-01-03T07:11:00,NOTIFICATIONS,eu-west-1,P4,0.308,336,0.574,0.607,0,False,  connection timeout to upstream  ,low
INC-10474,2026-01-03T07:18:00,search,us-east-1,P3,0.25,517,0.339,0.551,0,False,  database connection pool exhausted  ,low
INC-10475,2026-01-03T07:25:00,payments,eu-west-1,P3,0.328,238,0.713,0.619,3,True,  healthcheck failing  ,medium
INC-10476,2026-01-03T07:32:00,gateway,us-east-1,P2,0.159,527,0.206,0.74,0,True,  healthcheck failing  ,medium
INC-10477,2026-01-03T07:39:00,billing,us-east-1,P3,0.15,520,0.96,0.642,2,False,  5xx spike from dependency  ,medium
INC-10478,2026-01-03T07:46:00,payments,us-east-1,P3,0.101,837,0.536,0.637,0,False,  connection timeout to upstream  ,low
INC-10479,2026-01-03T07:53:00,search,us-west-2,P3,0.071,280,0.576,0.553,5,False,  database connection pool exhausted  ,medium
INC-10480,2026-01-03T08:00:00,notifications,eu-west-1,P4,0.485,520,0.644,0.903,2,True,  database connection pool exhausted  ,medium
INC-10481,2026-01-03T08:07:00,notifications,ap-south-1,P3,0.379,396,0.555,0.412,3,False,  TLS handshake failure  ,medium
INC-10482,2026-01-03T08:14:00,notifications,us-east-1,P4,0.204,605,0.627,0.348,4,False,  OOMKilled pod restart  ,low
INC-10483,2026-01-03T08:21:00,search,us-east-1,P3,0.397,350,0.303,0.757,1,False,  database connection pool exhausted  ,low
INC-10484,2026-01-03T08:28:00,GATEWAY,ap-south-1,P4,0.371,666,0.368,0.457,1,True,  latency SLO breach  ,medium
INC-10485,2026-01-03T08:35:00,gateway,us-west-2,P3,0.137,,0.416,0.568,1,True,  connection timeout to upstream  ,medium
INC-10486,2026-01-03T08:42:00,gateway,eu-west-1,P1,0.563,291,0.02,0.649,3,False,  5xx spike from dependency  ,high
INC-10487,2026-01-03T08:49:00,billing,us-west-2,P2,0.206,507,0.755,0.092,0,False,  TLS handshake failure  ,low
INC-10488,2026-01-03T08:56:00,search,ap-south-1,P2,0.351,106,0.777,0.771,4,True,  5xx spike from dependency  ,high
INC-10489,2026-01-03T09:03:00,search,ap-south-1,P3,0.168,609,0.815,0.727,0,False,  rate limit exceeded  ,low
INC-10490,2026-01-03T09:10:00,billing,us-east-1,P4,0.312,554,0.753,0.402,3,False,  latency SLO breach  ,low
INC-10491,2026-01-03T09:17:00,search,eu-west-1,P2,0.472,417,0.698,0.71,2,True,  database connection pool exhausted  ,high
INC-10492,2026-01-03T09:24:00,auth-api,us-east-1,P2,0.032,596,0.484,0.576,4,False,  TLS handshake failure  ,medium
INC-10493,2026-01-03T09:31:00,notifications,ap-south-1,P3,0.24,431,0.742,0.306,3,False,  OOMKilled pod restart  ,medium
INC-10494,2026-01-03T09:38:00,gateway,eu-west-1,P4,0.173,427,,0.162,1,False,  5xx spike from dependency  ,low
INC-10495,2026-01-03T09:45:00,BILLING,us-west-2,P3,0.447,107,0.428,0.557,1,True,  healthcheck failing  ,medium
INC-10496,2026-01-03T09:52:00,auth-api,eu-west-1,P3,0.037,373,0.684,0.765,0,False,  rate limit exceeded  ,low
INC-10497,2026-01-03T09:59:00,payments,eu-west-1,P4,0.484,245,0.486,0.653,5,True,  5xx spike from dependency  ,medium
INC-10498,2026-01-03T10:06:00,auth-api,us-east-1,P2,0.118,366,0.637,0.838,6,True,  latency SLO breach  ,high
INC-10499,2026-01-03T10:13:00,billing,us-east-1,P2,0.345,736,0.594,0.617,0,True,  latency SLO breach  ,medium
INC-10500,2026-01-03T10:20:00,payments,us-west-2,P4,0.344,567,0.356,0.62,1,False,  rate limit exceeded  ,low
INC-10501,2026-01-03T10:27:00,gateway,ap-south-1,P1,0.442,323,0.585,0.655,4,True,  TLS handshake failure  ,high
INC-10502,2026-01-03T10:34:00,gateway,eu-west-1,P4,0.204,306,0.534,0.836,4,False,  rate limit exceeded  ,medium
INC-10503,2026-01-03T10:41:00,billing,eu-west-1,P4,0.518,687,0.508,0.461,2,True,  connection timeout to upstream  ,medium
INC-10504,2026-01-03T10:48:00,billing,us-east-1,P4,0.112,150,0.564,0.921,4,False,  healthcheck failing  ,low
INC-10505,2026-01-03T10:55:00,search,us-west-2,P4,0.148,193,0.417,0.643,4,False,  5xx spike from dependency  ,low
INC-10506,2026-01-03T11:02:00,AUTH-API,us-west-2,P4,0.45,467,0.539,0.319,3,False,  rate limit exceeded  ,medium
INC-10507,2026-01-03T11:09:00,billing,us-west-2,P3,0.102,529,0.451,0.533,0,True,  database connection pool exhausted  ,low
INC-10508,2026-01-03T11:16:00,gateway,us-east-1,P2,0.319,394,0.806,0.193,4,False,  TLS handshake failure  ,low
INC-10509,2026-01-03T11:23:00,auth-api,ap-south-1,P2,0.428,735,0.656,0.514,2,False,  latency SLO breach  ,medium
INC-10510,2026-01-03T11:30:00,auth-api,ap-south-1,P3,0.492,543,0.484,0.569,3,False,  rate limit exceeded  ,medium
INC-10511,2026-01-03T11:37:00,billing,ap-south-1,P3,0.352,87,0.514,0.651,1,False,  5xx spike from dependency  ,medium
INC-10512,2026-01-03T11:44:00,gateway,ap-south-1,P3,0.384,519,0.592,0.77,1,True,  5xx spike from dependency  ,medium
INC-10513,2026-01-03T11:51:00,auth-api,eu-west-1,P1,0.221,450,0.394,0.461,0,False,  connection timeout to upstream  ,medium
INC-10514,2026-01-03T11:58:00,search,eu-west-1,P3,0.353,802,0.695,0.681,5,False,  rate limit exceeded  ,medium
INC-10515,2026-01-03T12:05:00,billing,eu-west-1,P2,0.115,440,,0.786,1,False,  database connection pool exhausted  ,low
INC-10516,2026-01-03T12:12:00,payments,us-west-2,P3,0.019,5,0.533,0.719,1,True,  5xx spike from dependency  ,low
INC-10517,2026-01-03T12:19:00,PAYMENTS,us-west-2,P3,0.229,711,0.212,0.69,4,True,  healthcheck failing  ,medium
INC-10518,2026-01-03T12:26:00,auth-api,us-west-2,P3,0.126,704,1.0,0.554,3,True,  database connection pool exhausted  ,medium
INC-10519,2026-01-03T12:33:00,payments,us-east-1,P4,0.313,529,0.58,0.738,4,True,  OOMKilled pod restart  ,medium
INC-10520,2026-01-03T12:40:00,gateway,us-east-1,P4,0.474,84,0.147,1.0,2,False,  5xx spike from dependency  ,medium
INC-10521,2026-01-03T12:47:00,billing,eu-west-1,P4,0.171,847,0.698,0.581,5,True,  OOMKilled pod restart  ,medium
INC-10522,2026-01-03T12:54:00,gateway,us-east-1,P3,0.038,910,0.468,0.619,3,False,  OOMKilled pod restart  ,low
INC-10523,2026-01-03T13:01:00,notifications,us-east-1,P3,0.3,377,0.334,0.797,2,True,  latency SLO breach  ,medium
INC-10524,2026-01-03T13:08:00,payments,us-east-1,P2,0.173,649,0.382,0.76,2,False,  database connection pool exhausted  ,low
INC-10525,2026-01-03T13:15:00,payments,eu-west-1,P3,0.29,479,0.246,0.776,2,True,  5xx spike from dependency  ,medium
INC-10526,2026-01-03T13:22:00,payments,eu-west-1,P3,0.089,527,0.104,0.656,3,True,  latency SLO breach  ,medium
INC-10527,2026-01-03T13:29:00,search,eu-west-1,P4,0.564,230,0.805,0.87,2,True,  TLS handshake failure  ,medium
INC-10528,2026-01-03T13:36:00,PAYMENTS,us-west-2,P4,0.223,104,0.592,0.607,1,False,  healthcheck failing  ,low
INC-10529,2026-01-03T13:43:00,billing,us-east-1,P3,0.317,730,0.67,0.443,4,False,  TLS handshake failure  ,medium
INC-10530,2026-01-03T13:50:00,search,eu-west-1,P2,0.369,440,0.758,0.605,0,False,  connection timeout to upstream  ,medium
INC-10531,2026-01-03T13:57:00,notifications,eu-west-1,P2,0.352,373,0.619,0.579,1,True,  5xx spike from dependency  ,medium
INC-10532,2026-01-03T14:04:00,search,us-east-1,P2,0.266,564,0.572,0.751,1,True,  healthcheck failing  ,medium
INC-10533,2026-01-03T14:11:00,notifications,ap-south-1,P2,0.126,506,1.0,0.788,3,True,  OOMKilled pod restart  ,medium
INC-10534,2026-01-03T14:18:00,notifications,ap-south-1,P3,0.422,34,0.765,0.21,2,False,  connection timeout to upstream  ,low
INC-10535,2026-01-03T14:25:00,gateway,ap-south-1,P4,0.211,194,0.274,0.386,3,False,  healthcheck failing  ,low
INC-10536,2026-01-03T14:32:00,gateway,us-east-1,P3,0.553,901,,0.804,6,False,  latency SLO breach  ,high
INC-10537,2026-01-03T14:39:00,auth-api,us-east-1,P4,0.08,260,0.588,0.418,3,True,  healthcheck failing  ,medium
INC-10538,2026-01-03T14:46:00,auth-api,us-east-1,P3,0.461,819,0.845,0.461,5,False,  latency SLO breach  ,medium
INC-10539,2026-01-03T14:53:00,AUTH-API,eu-west-1,P3,0.118,138,0.595,0.683,2,False,  OOMKilled pod restart  ,low
INC-10540,2026-01-03T15:00:00,gateway,us-east-1,P3,0.075,326,0.572,0.455,1,False,  rate limit exceeded  ,low
INC-10541,2026-01-03T15:07:00,payments,us-east-1,P3,0.102,147,0.662,0.535,3,True,  latency SLO breach  ,medium
INC-10542,2026-01-03T15:14:00,billing,us-west-2,P4,0.081,688,0.615,0.664,1,False,  rate limit exceeded  ,low
INC-10543,2026-01-03T15:21:00,search,us-east-1,P2,0.245,352,0.38,0.728,6,False,  5xx spike from dependency  ,medium
INC-10544,2026-01-03T15:28:00,auth-api,eu-west-1,P4,0.245,296,0.206,0.806,1,True,  rate limit exceeded  ,low
INC-10545,2026-01-03T15:35:00,payments,us-east-1,P3,0.13,5,0.41,0.812,1,False,  latency SLO breach  ,low
INC-10546,2026-01-03T15:42:00,payments,ap-south-1,P1,0.229,,0.729,0.652,4,False,  TLS handshake failure  ,medium
INC-10547,2026-01-03T15:49:00,auth-api,us-west-2,P4,0.066,563,0.55,0.47,2,True,  latency SLO breach  ,low
INC-10548,2026-01-03T15:56:00,payments,us-west-2,P3,0.246,465,0.494,0.69,5,True,  5xx spike from dependency  ,medium
INC-10549,2026-01-03T16:03:00,billing,ap-south-1,P4,0.168,679,0.618,0.702,0,True,  latency SLO breach  ,medium
INC-10550,2026-01-03T16:10:00,AUTH-API,eu-west-1,P2,0.136,429,0.181,0.61,2,False,  OOMKilled pod restart  ,low
INC-10551,2026-01-03T16:17:00,billing,eu-west-1,P3,0.187,349,0.392,0.847,4,True,  healthcheck failing  ,medium
INC-10552,2026-01-03T16:24:00,auth-api,ap-south-1,P3,0.188,136,1.0,0.937,4,False,  OOMKilled pod restart  ,medium
INC-10553,2026-01-03T16:31:00,search,us-east-1,P2,0.239,651,0.283,0.266,2,True,  OOMKilled pod restart  ,medium
INC-10554,2026-01-03T16:38:00,notifications,ap-south-1,P2,0.341,857,0.435,0.908,3,False,  5xx spike from dependency  ,medium
INC-10555,2026-01-03T16:45:00,gateway,eu-west-1,P3,0.165,381,0.477,0.773,5,True,  OOMKilled pod restart  ,medium
INC-10556,2026-01-03T16:52:00,notifications,us-west-2,P2,0.24,753,0.747,0.437,4,True,  OOMKilled pod restart  ,medium
INC-10557,2026-01-03T16:59:00,notifications,ap-south-1,P2,0.152,676,0.577,0.658,4,True,  5xx spike from dependency  ,high
INC-10558,2026-01-03T17:06:00,auth-api,eu-west-1,P4,0.157,218,0.772,0.334,3,True,  connection timeout to upstream  ,low
INC-10559,2026-01-03T17:13:00,search,eu-west-1,P1,0.181,,0.703,0.567,0,False,  TLS handshake failure  ,medium
INC-10560,2026-01-03T17:20:00,gateway,ap-south-1,P4,0.43,619,0.616,0.56,3,False,  OOMKilled pod restart  ,medium
INC-10561,2026-01-03T17:27:00,SEARCH,us-east-1,P3,0.14,420,0.257,0.575,5,False,  TLS handshake failure  ,medium
INC-10562,2026-01-03T17:34:00,gateway,us-east-1,P4,0.386,463,0.372,0.998,1,False,  rate limit exceeded  ,low
INC-10563,2026-01-03T17:41:00,notifications,us-west-2,P2,0.188,558,,0.831,2,False,  healthcheck failing  ,medium
INC-10564,2026-01-03T17:48:00,search,ap-south-1,P4,0.359,764,0.443,1.0,6,True,  database connection pool exhausted  ,medium
INC-10565,2026-01-03T17:55:00,gateway,eu-west-1,P3,0.09,589,0.405,0.259,6,False,  rate limit exceeded  ,low
INC-10566,2026-01-03T18:02:00,auth-api,us-east-1,P4,0.374,661,0.505,0.615,4,True,  TLS handshake failure  ,medium
INC-10567,2026-01-03T18:09:00,notifications,eu-west-1,P4,0.064,5,0.54,0.595,5,False,  TLS handshake failure  ,low
INC-10568,2026-01-03T18:16:00,search,us-west-2,P4,0.248,484,0.396,0.653,5,True,  connection timeout to upstream  ,medium
INC-10569,2026-01-03T18:23:00,search,us-west-2,P4,0.088,274,0.661,0.415,2,False,  latency SLO breach  ,low
INC-10570,2026-01-03T18:30:00,auth-api,ap-south-1,P4,0.323,370,0.383,0.758,0,True,  TLS handshake failure  ,low
INC-10571,2026-01-03T18:37:00,billing,us-east-1,P3,0.183,532,0.825,0.47,2,True,  database connection pool exhausted  ,medium
INC-10572,2026-01-03T18:44:00,GATEWAY,us-east-1,P3,0.106,507,0.661,0.597,0,True,  OOMKilled pod restart  ,low
INC-10573,2026-01-03T18:51:00,notifications,ap-south-1,P3,0.218,898,,0.641,2,True,  database connection pool exhausted  ,medium
INC-10574,2026-01-03T18:58:00,search,us-east-1,P3,0.159,486,0.156,0.515,1,False,  5xx spike from dependency  ,low
INC-10575,2026-01-03T19:05:00,search,us-west-2,P3,0.335,485,0.772,0.735,0,False,  5xx spike from dependency  ,medium
INC-10576,2026-01-03T19:12:00,auth-api,us-east-1,P3,0.392,323,0.359,0.73,0,False,  latency SLO breach  ,medium
INC-10577,2026-01-03T19:19:00,auth-api,us-east-1,P2,0.319,285,0.625,0.666,3,False,  5xx spike from dependency  ,medium
INC-10578,2026-01-03T19:26:00,gateway,ap-south-1,P3,0.243,611,0.55,0.806,2,False,  OOMKilled pod restart  ,low
INC-10579,2026-01-03T19:33:00,billing,us-west-2,P3,0.477,220,0.56,0.716,1,False,  TLS handshake failure  ,medium
INC-10580,2026-01-03T19:40:00,gateway,us-west-2,P2,0.399,312,0.453,0.183,4,False,  latency SLO breach  ,medium
INC-10581,2026-01-03T19:47:00,notifications,ap-south-1,P4,0.435,574,0.667,0.378,1,False,  connection timeout to upstream  ,low
INC-10582,2026-01-03T19:54:00,payments,us-west-2,P4,0.168,213,0.649,0.934,5,False,  database connection pool exhausted  ,medium
INC-10583,2026-01-03T20:01:00,BILLING,eu-west-1,P4,0.178,415,0.651,0.412,0,False,  5xx spike from dependency  ,low
INC-10584,2026-01-03T20:08:00,notifications,us-west-2,P4,0.157,364,0.026,0.363,2,False,  database connection pool exhausted  ,low
INC-10585,2026-01-03T20:15:00,search,ap-south-1,P2,0.087,417,0.51,0.469,0,True,  database connection pool exhausted  ,low
INC-10586,2026-01-03T20:22:00,auth-api,us-east-1,P2,0.148,232,0.922,0.774,2,True,  5xx spike from dependency  ,medium
INC-10587,2026-01-03T20:29:00,notifications,ap-south-1,P2,0.069,5,0.91,0.273,0,False,  5xx spike from dependency  ,low
INC-10588,2026-01-03T20:36:00,billing,us-east-1,P3,0.269,277,0.232,0.611,6,False,  healthcheck failing  ,medium
INC-10589,2026-01-03T20:43:00,auth-api,eu-west-1,P4,0.494,317,0.058,0.562,1,False,  latency SLO breach  ,low
INC-10590,2026-01-03T20:50:00,gateway,us-east-1,P4,0.596,398,0.563,0.478,1,False,  healthcheck failing  ,medium
INC-10591,2026-01-03T20:57:00,payments,us-east-1,P1,0.027,96,0.362,0.833,2,False,  OOMKilled pod restart  ,medium
INC-10592,2026-01-03T21:04:00,gateway,ap-south-1,P3,0.455,52,0.868,0.461,2,False,  OOMKilled pod restart  ,medium
INC-10593,2026-01-03T21:11:00,notifications,eu-west-1,P1,0.721,719,0.69,0.74,2,False,  5xx spike from dependency  ,high
INC-10594,2026-01-03T21:18:00,NOTIFICATIONS,us-west-2,P3,0.249,446,0.138,0.192,2,False,  5xx spike from dependency  ,medium
INC-10595,2026-01-03T21:25:00,search,us-west-2,P2,0.46,283,0.311,0.404,3,True,  rate limit exceeded  ,medium
INC-10596,2026-01-03T21:32:00,payments,ap-south-1,P2,0.333,727,1.0,0.385,1,True,  connection timeout to upstream  ,medium
INC-10597,2026-01-03T21:39:00,auth-api,ap-south-1,P2,0.021,561,0.243,0.556,4,False,  connection timeout to upstream  ,medium
INC-10598,2026-01-03T21:46:00,payments,eu-west-1,P3,0.216,,0.607,0.657,3,False,  healthcheck failing  ,low
INC-10599,2026-01-03T21:53:00,search,eu-west-1,P3,0.212,735,0.402,0.362,3,False,  latency SLO breach  ,low
INC-10296,2026-01-02T10:32:00,search,eu-west-1,P1,0.182,739,0.738,0.59,4,False,  connection timeout to upstream  ,medium
INC-10046,2026-01-01T05:22:00,payments,us-east-1,P3,0.146,261,0.439,0.716,3,False,  rate limit exceeded  ,low
INC-10579,2026-01-03T19:33:00,billing,us-west-2,P3,0.477,220,0.56,0.716,1,False,  TLS handshake failure  ,medium
INC-10062,2026-01-01T07:14:00,gateway,us-east-1,P4,0.288,866,0.602,0.582,3,False,  healthcheck failing  ,medium
INC-10194,2026-01-01T22:38:00,gateway,eu-west-1,P3,0.435,541,0.672,0.843,0,False,  TLS handshake failure  ,low
INC-10407,2026-01-02T23:29:00,PAYMENTS,ap-south-1,P4,0.271,226,0.3,0.661,4,False,  TLS handshake failure  ,low
INC-10506,2026-01-03T11:02:00,AUTH-API,us-west-2,P4,0.45,467,0.539,0.319,3,False,  rate limit exceeded  ,medium
INC-10545,2026-01-03T15:35:00,payments,us-east-1,P3,0.13,5,0.41,0.812,1,False,  latency SLO breach  ,low
